"Year","Fourseam","Change","Slider","pfx_var","mlbam_id","Sinker","Curve","Split","Cutter","Knuckler","Slow Curve","Screwball"
"2014","97.08","86.34","0.00","mph",592789,"0.00","79.45",NA,NA,NA,NA,NA
"2015","97.76","88.91","88.58","mph",592789,"97.80","81.21",NA,NA,NA,NA,NA
"2010","2.39","2.29",NA,"bway",425789,"0.00","5.88",NA,"6.25",NA,NA,NA
"2011","11.11","0.00",NA,"bway",425789,"0.00","0.00",NA,"0.00",NA,NA,NA
"2013","0.00","0.00",NA,"bway",425789,"0.00","9.09",NA,"0.00",NA,NA,NA
"2010","-0.01","-0.98",NA,"vloc",425789,"0.11","0.04",NA,"-0.70",NA,NA,NA
"2011","0.59","-1.87",NA,"vloc",425789,"0.00","0.00",NA,"0.12",NA,NA,NA
"2013","-0.26","-0.56",NA,"vloc",425789,"0.27","-0.00",NA,"-0.30",NA,NA,NA
"2010","0.34","0.21",NA,"hloc",425789,"0.78","0.12",NA,"0.45",NA,NA,NA
"2011","0.40","0.57",NA,"hloc",425789,"0.00","0.00",NA,"0.48",NA,NA,NA
"2013","-0.18","0.52",NA,"hloc",425789,"0.36","0.33",NA,"0.88",NA,NA,NA
"2010","11.32","5.10",NA,"pfx_z",425789,"7.84","-5.94",NA,"7.04",NA,NA,NA
"2011","7.81","2.76",NA,"pfx_z",425789,"0.00","0.00",NA,"4.45",NA,NA,NA
"2013","10.54","2.77",NA,"pfx_z",425789,"6.52","-5.37",NA,"7.16",NA,NA,NA
"2010","-4.26","-8.06",NA,"pfx_x",425789,"-7.19","5.54",NA,"0.99",NA,NA,NA
"2011","-6.03","-10.69",NA,"pfx_x",425789,"0.00","0.00",NA,"-0.01",NA,NA,NA
"2013","-3.63","-7.53",NA,"pfx_x",425789,"-6.69","6.08",NA,"-0.14",NA,NA,NA
"2010","90.83","81.42",NA,"maxmph",425789,"88.97","75.47",NA,"86.54",NA,NA,NA
"2011","87.52","77.26",NA,"maxmph",425789,"0.00","0.00",NA,"82.94",NA,NA,NA
"2013","89.23","79.00",NA,"maxmph",425789,"89.19","78.39",NA,"84.69",NA,NA,NA
"2010","88.74","78.86",NA,"mph",425789,"88.08","72.75",NA,"84.31",NA,NA,NA
"2011","85.70","76.83",NA,"mph",425789,"0.00","0.00",NA,"82.94",NA,NA,NA
"2013","88.23","77.62",NA,"mph",425789,"88.03","76.82",NA,"83.24",NA,NA,NA
"2009","3.28","4.96","0.00","bway",461872,"4.66","4.32",NA,NA,NA,NA,NA
"2011","3.45","6.96","7.92","bway",461872,"5.99","0.00",NA,NA,NA,NA,NA
"2012","8.20","2.30","5.21","bway",461872,"6.86","0.00",NA,NA,NA,NA,NA
"2013","1.69","2.04","5.14","bway",461872,"5.34","0.00",NA,NA,NA,NA,NA
"2014","7.83","5.77","6.02","bway",461872,"7.23","0.00",NA,NA,NA,NA,NA
"2015","4.29","0.00","0.00","bway",461872,"0.00","0.00",NA,NA,NA,NA,NA
"2009","0.70","-0.16","0.00","vloc",461872,"0.30","-0.12",NA,NA,NA,NA,NA
"2011","0.35","-0.42","-0.50","vloc",461872,"0.08","0.00",NA,NA,NA,NA,NA
"2012","0.56","-0.62","-0.55","vloc",461872,"0.00","0.00",NA,NA,NA,NA,NA
"2013","0.52","-0.38","-0.64","vloc",461872,"0.01","0.00",NA,NA,NA,NA,NA
"2014","0.01","-0.81","-0.83","vloc",461872,"-0.16","0.00",NA,NA,NA,NA,NA
"2015","0.02","0.00","-1.16","vloc",461872,"0.00","0.00",NA,NA,NA,NA,NA
"2009","0.25","0.45","0.00","hloc",461872,"0.29","0.52",NA,NA,NA,NA,NA
"2011","-0.06","0.79","0.42","hloc",461872,"0.08","0.00",NA,NA,NA,NA,NA
"2012","-0.11","0.85","0.35","hloc",461872,"-0.04","0.00",NA,NA,NA,NA,NA
"2013","0.05","0.84","0.40","hloc",461872,"0.17","0.00",NA,NA,NA,NA,NA
"2014","0.06","0.94","0.53","hloc",461872,"0.16","0.00",NA,NA,NA,NA,NA
"2015","0.12","0.00","0.57","hloc",461872,"0.00","0.00",NA,NA,NA,NA,NA
"2009","11.42","6.03","0.00","pfx_z",461872,"7.92","-3.85",NA,NA,NA,NA,NA
"2011","10.54","7.00","-1.81","pfx_z",461872,"8.86","0.00",NA,NA,NA,NA,NA
"2012","10.67","5.82","-2.37","pfx_z",461872,"8.14","0.00",NA,NA,NA,NA,NA
"2013","10.15","5.66","-2.08","pfx_z",461872,"7.39","0.00",NA,NA,NA,NA,NA
"2014","8.98","5.87","0.42","pfx_z",461872,"7.80","0.00",NA,NA,NA,NA,NA
"2015","8.81","0.00","0.04","pfx_z",461872,"0.00","0.00",NA,NA,NA,NA,NA
"2009","-5.54","-8.96","0.00","pfx_x",461872,"-8.47","8.23",NA,NA,NA,NA,NA
"2011","-4.63","-7.26","2.80","pfx_x",461872,"-6.79","0.00",NA,NA,NA,NA,NA
"2012","-4.44","-7.82","2.99","pfx_x",461872,"-7.51","0.00",NA,NA,NA,NA,NA
"2013","-5.52","-7.94","2.61","pfx_x",461872,"-7.98","0.00",NA,NA,NA,NA,NA
"2014","-6.67","-8.04","2.30","pfx_x",461872,"-7.67","0.00",NA,NA,NA,NA,NA
"2015","-7.66","0.00","1.81","pfx_x",461872,"0.00","0.00",NA,NA,NA,NA,NA
"2009","94.41","84.62","0.00","maxmph",461872,"95.42","80.13",NA,NA,NA,NA,NA
"2011","95.28","86.26","85.50","maxmph",461872,"96.01","0.00",NA,NA,NA,NA,NA
"2012","95.81","86.13","86.95","maxmph",461872,"96.51","0.00",NA,NA,NA,NA,NA
"2013","95.25","88.86","87.55","maxmph",461872,"96.48","0.00",NA,NA,NA,NA,NA
"2014","96.20","88.16","89.54","maxmph",461872,"96.90","0.00",NA,NA,NA,NA,NA
"2015","96.05","0.00","89.96","maxmph",461872,"0.00","0.00",NA,NA,NA,NA,NA
"2009","91.88","81.58","0.00","mph",461872,"90.99","76.46",NA,NA,NA,NA,NA
"2011","92.20","82.72","81.36","mph",461872,"91.95","0.00",NA,NA,NA,NA,NA
"2012","93.33","83.43","82.18","mph",461872,"92.93","0.00",NA,NA,NA,NA,NA
"2013","93.48","84.44","82.87","mph",461872,"92.85","0.00",NA,NA,NA,NA,NA
"2014","93.60","84.64","85.24","mph",461872,"93.15","0.00",NA,NA,NA,NA,NA
"2015","93.10","0.00","84.59","mph",461872,"0.00","0.00",NA,NA,NA,NA,NA
"2015","10.00","0.00","16.67","bway",400085,NA,NA,NA,NA,NA,NA,NA
"2015","0.15","-3.43","-0.96","vloc",400085,NA,NA,NA,NA,NA,NA,NA
"2015","0.20","0.42","0.21","hloc",400085,NA,NA,NA,NA,NA,NA,NA
"2015","6.40","1.43","-1.80","pfx_z",400085,NA,NA,NA,NA,NA,NA,NA
"2015","-5.54","-8.79","7.48","pfx_x",400085,NA,NA,NA,NA,NA,NA,NA
"2015","88.53","81.26","80.22","maxmph",400085,NA,NA,NA,NA,NA,NA,NA
"2015","87.44","80.33","78.58","mph",400085,NA,NA,NA,NA,NA,NA,NA
"2008","8.19",NA,NA,"bway",122987,"4.36","2.68","2.27","3.80",NA,NA,NA
"2009","5.88",NA,NA,"bway",122987,"6.24","2.92","2.37","4.84",NA,NA,NA
"2010","6.02",NA,NA,"bway",122987,"7.64","3.74","1.67","5.45",NA,NA,NA
"2012","2.00",NA,NA,"bway",122987,"7.77","3.39","1.03","1.75",NA,NA,NA
"2008","0.00",NA,NA,"vloc",122987,"-0.43","-1.28","-1.09","-0.77",NA,NA,NA
"2009","0.23",NA,NA,"vloc",122987,"-0.33","-1.32","-0.86","-0.88",NA,NA,NA
"2010","-0.16",NA,NA,"vloc",122987,"-0.33","-1.23","-0.92","-0.86",NA,NA,NA
"2012","0.15",NA,NA,"vloc",122987,"-0.30","-1.31","-1.00","-0.57",NA,NA,NA
"2008","0.21",NA,NA,"hloc",122987,"0.31","0.31","0.66","0.30",NA,NA,NA
"2009","-0.08",NA,NA,"hloc",122987,"0.11","0.32","0.63","0.28",NA,NA,NA
"2010","0.25",NA,NA,"hloc",122987,"0.19","0.49","0.64","0.41",NA,NA,NA
"2012","0.17",NA,NA,"hloc",122987,"0.23","0.30","0.51","0.38",NA,NA,NA
"2008","10.15",NA,NA,"pfx_z",122987,"7.03","-5.50","5.36","3.88",NA,NA,NA
"2009","9.85",NA,NA,"pfx_z",122987,"7.18","-6.56","5.25","3.44",NA,NA,NA
"2010","10.07",NA,NA,"pfx_z",122987,"6.84","-6.33","5.09","3.64",NA,NA,NA
"2012","9.57",NA,NA,"pfx_z",122987,"6.86","-8.03","4.61","2.99",NA,NA,NA
"2008","-4.73",NA,NA,"pfx_x",122987,"-8.12","2.98","-7.58","-1.26",NA,NA,NA
"2009","-4.79",NA,NA,"pfx_x",122987,"-8.29","2.88","-7.83","-1.23",NA,NA,NA
"2010","-4.20",NA,NA,"pfx_x",122987,"-7.92","2.56","-7.51","-1.62",NA,NA,NA
"2012","-4.14",NA,NA,"pfx_x",122987,"-7.76","1.30","-8.13","-0.47",NA,NA,NA
"2008","91.16",NA,NA,"maxmph",122987,"90.73","76.24","84.48","89.49",NA,NA,NA
"2009","90.51",NA,NA,"maxmph",122987,"90.74","76.27","85.13","89.08",NA,NA,NA
"2010","92.73",NA,NA,"maxmph",122987,"90.84","75.83","89.10","88.06",NA,NA,NA
"2012","88.75",NA,NA,"maxmph",122987,"89.54","74.21","84.01","85.81",NA,NA,NA
"2008","87.49",NA,NA,"mph",122987,"87.24","72.45","80.52","83.48",NA,NA,NA
"2009","87.26",NA,NA,"mph",122987,"87.61","72.94","80.76","83.82",NA,NA,NA
"2010","87.60",NA,NA,"mph",122987,"87.57","71.78","80.30","83.69",NA,NA,NA
"2012","86.51",NA,NA,"mph",122987,"86.91","71.22","80.56","82.99",NA,NA,NA
"2015","12.00",NA,NA,"bway",491696,NA,"0.00",NA,NA,NA,NA,NA
"2015","-0.32",NA,NA,"vloc",491696,NA,"-0.22",NA,NA,NA,NA,NA
"2015","0.17",NA,NA,"hloc",491696,NA,"1.73",NA,NA,NA,NA,NA
"2015","6.85",NA,NA,"pfx_z",491696,NA,"-6.81",NA,NA,NA,NA,NA
"2015","-6.41",NA,NA,"pfx_x",491696,NA,"5.35",NA,NA,NA,NA,NA
"2015","91.14",NA,NA,"maxmph",491696,NA,"73.97",NA,NA,NA,NA,NA
"2015","88.60",NA,NA,"mph",491696,NA,"73.97",NA,NA,NA,NA,NA
"2008","4.66","4.79","0.00","bway",445590,"0.00","6.67",NA,NA,NA,"0.00",NA
"2009","4.82","2.10","4.88","bway",445590,"20.00","4.08",NA,NA,NA,"0.00",NA
"2011","4.59","0.00","6.98","bway",445590,"0.00","7.69",NA,NA,NA,"0.00",NA
"2012","7.04","3.87","4.57","bway",445590,"4.71","7.43",NA,NA,NA,"0.00",NA
"2013","4.52","3.50","5.59","bway",445590,"0.00","5.24",NA,NA,NA,"0.00",NA
"2014","3.67","2.71","4.88","bway",445590,"0.00","7.26",NA,NA,NA,"20.00",NA
"2015","5.51","1.39","3.13","bway",445590,"0.76","3.45",NA,NA,NA,"0.00",NA
"2008","0.02","-0.69","0.00","vloc",445590,"0.00","-0.85",NA,NA,NA,"0.00",NA
"2009","-0.16","-0.80","-0.34","vloc",445590,"-0.59","-0.88",NA,NA,NA,"0.00",NA
"2011","0.07","-0.40","-0.76","vloc",445590,"0.00","0.71",NA,NA,NA,"0.00",NA
"2012","0.10","-0.74","-0.60","vloc",445590,"-0.65","-0.50",NA,NA,NA,"0.00",NA
"2013","-0.04","-0.88","-0.55","vloc",445590,"-0.87","-0.43",NA,NA,NA,"0.00",NA
"2014","-0.23","-0.92","-0.52","vloc",445590,"-0.49","-0.54",NA,NA,NA,"-0.40",NA
"2015","0.16","-0.96","-0.37","vloc",445590,"-0.74","-0.96",NA,NA,NA,"0.00",NA
"2008","0.29","0.56","0.00","hloc",445590,"0.00","-0.03",NA,NA,NA,"0.00",NA
"2009","0.20","0.60","-0.27","hloc",445590,"-0.19","0.04",NA,NA,NA,"0.00",NA
"2011","0.26","0.36","0.31","hloc",445590,"0.00","0.20",NA,NA,NA,"0.00",NA
"2012","0.25","0.63","0.33","hloc",445590,"0.61","0.26",NA,NA,NA,"0.00",NA
"2013","0.40","0.65","0.26","hloc",445590,"0.60","0.30",NA,NA,NA,"0.00",NA
"2014","0.42","0.56","0.51","hloc",445590,"0.47","0.18",NA,NA,NA,"0.06",NA
"2015","0.29","0.65","0.21","hloc",445590,"0.60","0.17",NA,NA,NA,"0.00",NA
"2008","10.60","6.85","0.00","pfx_z",445590,"0.00","-4.42",NA,NA,NA,"0.00",NA
"2009","11.78","7.31","6.27","pfx_z",445590,"10.35","-5.38",NA,NA,NA,"0.00",NA
"2011","10.36","5.15","2.33","pfx_z",445590,"0.00","-6.22",NA,NA,NA,"0.00",NA
"2012","11.46","4.61","3.51","pfx_z",445590,"8.55","-5.55",NA,NA,NA,"0.00",NA
"2013","11.33","4.38","3.52","pfx_z",445590,"8.88","-5.23",NA,NA,NA,"0.00",NA
"2014","10.57","3.14","4.05","pfx_z",445590,"8.56","-5.13",NA,NA,NA,"-6.30",NA
"2015","9.76","2.41","3.60","pfx_z",445590,"6.32","-6.45",NA,NA,NA,"0.00",NA
"2008","6.71","8.54","0.00","pfx_x",445590,"0.00","-1.00",NA,NA,NA,"0.00",NA
"2009","6.31","8.56","0.97","pfx_x",445590,"9.13","-2.75",NA,NA,NA,"0.00",NA
"2011","4.63","7.35","-1.39","pfx_x",445590,"0.00","-2.19",NA,NA,NA,"0.00",NA
"2012","5.78","8.51","-0.95","pfx_x",445590,"8.57","-2.11",NA,NA,NA,"0.00",NA
"2013","5.73","8.09","-0.96","pfx_x",445590,"8.32","-2.48",NA,NA,NA,"0.00",NA
"2014","6.24","8.67","-0.54","pfx_x",445590,"9.42","-1.89",NA,NA,NA,"-2.28",NA
"2015","6.28","8.18","-0.37","pfx_x",445590,"8.60","-3.10",NA,NA,NA,"0.00",NA
"2008","93.68","84.18","0.00","maxmph",445590,"0.00","79.53",NA,NA,NA,"0.00",NA
"2009","93.60","84.48","87.28","maxmph",445590,"91.58","78.67",NA,NA,NA,"0.00",NA
"2011","93.94","83.12","84.44","maxmph",445590,"0.00","74.92",NA,NA,NA,"0.00",NA
"2012","92.91","83.70","86.39","maxmph",445590,"93.25","75.81",NA,NA,NA,"0.00",NA
"2013","92.36","82.34","83.64","maxmph",445590,"88.70","72.93",NA,NA,NA,"0.00",NA
"2014","93.03","83.84","85.57","maxmph",445590,"90.93","75.32",NA,NA,NA,"64.20",NA
"2015","92.10","83.54","86.30","maxmph",445590,"90.90","75.37",NA,NA,NA,"0.00",NA
"2008","89.81","80.40","0.00","mph",445590,"0.00","75.86",NA,NA,NA,"0.00",NA
"2009","90.25","81.21","85.13","mph",445590,"91.01","75.71",NA,NA,NA,"0.00",NA
"2011","90.91","81.32","82.01","mph",445590,"0.00","72.49",NA,NA,NA,"0.00",NA
"2012","88.99","79.36","81.47","mph",445590,"85.32","68.35",NA,NA,NA,"0.00",NA
"2013","87.79","78.29","79.50","mph",445590,"84.40","67.18",NA,NA,NA,"0.00",NA
"2014","88.69","80.21","80.79","mph",445590,"87.72","68.57",NA,NA,NA,"63.39",NA
"2015","89.36","80.97","82.59","mph",445590,"86.44","70.53",NA,NA,NA,"0.00",NA
"2009","5.63","0.00","0.00","bway",467008,"0.00",NA,"0.00","0.00",NA,NA,NA
"2010","8.18","0.00","6.32","bway",467008,"10.00",NA,"0.00","0.00",NA,NA,NA
"2011","9.47","0.00","6.28","bway",467008,"1.22",NA,"3.13","0.00",NA,NA,NA
"2012","5.34","0.00","4.73","bway",467008,"5.45",NA,"2.63","0.00",NA,NA,NA
"2013","3.30","0.00","4.97","bway",467008,"5.99",NA,"4.35","0.00",NA,NA,NA
"2014","6.67","0.00","4.48","bway",467008,"5.65",NA,"0.00","0.00",NA,NA,NA
"2015","6.80","0.00","3.13","bway",467008,"4.75",NA,"0.00","0.00",NA,NA,NA
"2009","-0.26","0.00","-1.22","vloc",467008,"-0.10",NA,"-1.21","0.00",NA,NA,NA
"2010","-0.15","0.00","-0.83","vloc",467008,"-0.54",NA,"-0.71","0.00",NA,NA,NA
"2011","-0.15","0.00","-0.63","vloc",467008,"-0.56",NA,"-1.17","0.00",NA,NA,NA
"2012","-0.10","0.00","-0.85","vloc",467008,"-0.36",NA,"-1.45","0.00",NA,NA,NA
"2013","0.11","0.00","-1.02","vloc",467008,"-0.18",NA,"-0.97","0.00",NA,NA,NA
"2014","-0.25","-1.00","-1.01","vloc",467008,"-0.28",NA,"-1.52","0.00",NA,NA,NA
"2015","-0.15","-1.80","-1.49","vloc",467008,"-0.47",NA,"-1.37","-0.82",NA,NA,NA
"2009","0.40","0.00","0.56","hloc",467008,"0.59",NA,"0.43","0.00",NA,NA,NA
"2010","0.34","0.00","0.35","hloc",467008,"0.81",NA,"0.90","0.00",NA,NA,NA
"2011","0.24","0.00","0.28","hloc",467008,"0.39",NA,"0.74","0.00",NA,NA,NA
"2012","0.16","0.00","0.36","hloc",467008,"0.42",NA,"0.58","0.00",NA,NA,NA
"2013","0.32","0.00","0.32","hloc",467008,"0.17",NA,"0.55","0.00",NA,NA,NA
"2014","0.14","0.55","0.22","hloc",467008,"0.20",NA,"0.42","0.00",NA,NA,NA
"2015","0.30","-0.45","0.20","hloc",467008,"0.21",NA,"1.01","-0.31",NA,NA,NA
"2009","10.75","0.00","2.35","pfx_z",467008,"9.66",NA,"1.56","0.00",NA,NA,NA
"2010","10.03","0.00","-0.70","pfx_z",467008,"7.69",NA,"3.24","0.00",NA,NA,NA
"2011","8.97","0.00","-0.90","pfx_z",467008,"5.09",NA,"2.88","0.00",NA,NA,NA
"2012","9.79","0.00","-1.65","pfx_z",467008,"6.12",NA,"2.29","0.00",NA,NA,NA
"2013","8.90","0.00","-1.74","pfx_z",467008,"5.68",NA,"2.00","0.00",NA,NA,NA
"2014","9.29","4.37","-1.50","pfx_z",467008,"6.58",NA,"3.63","0.00",NA,NA,NA
"2015","9.71","6.29","-1.23","pfx_z",467008,"6.82",NA,"5.62","6.51",NA,NA,NA
"2009","-3.09","0.00","0.85","pfx_x",467008,"-5.15",NA,"-3.80","0.00",NA,NA,NA
"2010","-2.90","0.00","1.61","pfx_x",467008,"-7.58",NA,"-4.16","0.00",NA,NA,NA
"2011","-4.05","0.00","2.75","pfx_x",467008,"-9.83",NA,"-4.42","0.00",NA,NA,NA
"2012","-5.51","0.00","3.95","pfx_x",467008,"-9.05",NA,"-4.02","0.00",NA,NA,NA
"2013","-5.10","0.00","2.21","pfx_x",467008,"-8.84",NA,"-5.18","0.00",NA,NA,NA
"2014","-5.53","-8.94","1.82","pfx_x",467008,"-8.20",NA,"-4.43","0.00",NA,NA,NA
"2015","-4.45","-7.69","2.16","pfx_x",467008,"-7.85",NA,"-4.21","-2.94",NA,NA,NA
"2009","98.31","0.00","89.79","maxmph",467008,"97.92",NA,"89.58","0.00",NA,NA,NA
"2010","98.51","0.00","88.41","maxmph",467008,"96.91",NA,"89.79","0.00",NA,NA,NA
"2011","98.07","0.00","87.09","maxmph",467008,"97.02",NA,"91.11","0.00",NA,NA,NA
"2012","100.05","0.00","86.76","maxmph",467008,"100.38",NA,"93.10","0.00",NA,NA,NA
"2013","99.65","0.00","87.45","maxmph",467008,"99.06",NA,"93.13","0.00",NA,NA,NA
"2014","97.85","91.66","87.37","maxmph",467008,"98.31",NA,"92.09","0.00",NA,NA,NA
"2015","98.37","88.47","86.22","maxmph",467008,"97.89",NA,"89.56","92.63",NA,NA,NA
"2009","96.59","0.00","85.30","mph",467008,"96.33",NA,"87.26","0.00",NA,NA,NA
"2010","95.79","0.00","82.89","mph",467008,"95.03",NA,"87.85","0.00",NA,NA,NA
"2011","95.05","0.00","82.56","mph",467008,"94.87",NA,"88.30","0.00",NA,NA,NA
"2012","97.75","0.00","83.86","mph",467008,"97.86",NA,"90.21","0.00",NA,NA,NA
"2013","96.70","0.00","83.72","mph",467008,"96.84",NA,"89.28","0.00",NA,NA,NA
"2014","95.82","90.24","83.60","mph",467008,"96.19",NA,"88.27","0.00",NA,NA,NA
"2015","95.65","88.16","83.35","mph",467008,"95.79",NA,"88.53","91.59",NA,NA,NA
"2013","2.33","0.00","14.29","bway",573186,"0.00","0.00",NA,"0.00",NA,NA,NA
"2014","8.32","0.71","2.86","bway",573186,"5.25","5.09",NA,"5.65",NA,NA,NA
"2015","9.09","2.90","6.38","bway",573186,"4.33","1.08",NA,"6.06",NA,NA,NA
"2013","-0.14","-0.73","-0.32","vloc",573186,"0.00","-0.22",NA,"-1.97",NA,NA,NA
"2014","0.05","-0.83","-1.06","vloc",573186,"-0.37","-1.05",NA,"-0.37",NA,NA,NA
"2015","-0.06","-0.65","-1.37","vloc",573186,"-0.54","-1.06",NA,"-0.20",NA,NA,NA
"2013","0.48","0.57","0.33","hloc",573186,"0.00","0.40",NA,"0.13",NA,NA,NA
"2014","0.41","0.65","0.35","hloc",573186,"0.22","0.29",NA,"0.22",NA,NA,NA
"2015","0.36","0.85","0.11","hloc",573186,"0.28","0.29",NA,"0.04",NA,NA,NA
"2013","9.13","6.37","-0.66","pfx_z",573186,"0.00","-3.88",NA,"4.30",NA,NA,NA
"2014","9.20","3.90","-1.35","pfx_z",573186,"3.31","-2.30",NA,"4.88",NA,NA,NA
"2015","8.69","3.58","-2.16","pfx_z",573186,"1.97","-1.03",NA,"4.02",NA,NA,NA
"2013","-8.60","-9.35","6.51","pfx_x",573186,"0.00","7.69",NA,"-1.59",NA,NA,NA
"2014","-5.37","-7.72","3.05","pfx_x",573186,"-8.27","8.94",NA,"0.04",NA,NA,NA
"2015","-4.27","-6.27","3.29","pfx_x",573186,"-6.95","8.63",NA,"0.87",NA,NA,NA
"2013","97.22","87.59","87.56","maxmph",573186,"0.00","85.62",NA,"94.78",NA,NA,NA
"2014","96.97","89.30","91.53","maxmph",573186,"96.20","87.07",NA,"94.61",NA,NA,NA
"2015","95.18","90.16","90.08","maxmph",573186,"94.86","85.83",NA,"92.57",NA,NA,NA
"2013","95.25","86.01","86.42","mph",573186,"0.00","83.38",NA,"93.52",NA,NA,NA
"2014","94.41","86.32","88.01","mph",573186,"93.37","83.34",NA,"91.44",NA,NA,NA
"2015","93.29","84.71","86.43","mph",573186,"92.56","82.58",NA,"90.50",NA,NA,NA
"2014","4.27","4.76","5.08","bway",519326,"0.00",NA,NA,NA,NA,NA,NA
"2015","12.03","0.00","7.95","bway",519326,"0.00",NA,NA,NA,NA,NA,NA
"2014","0.09","-0.85","-1.02","vloc",519326,"-0.70",NA,NA,NA,NA,NA,NA
"2015","0.07","-0.44","-0.73","vloc",519326,"-0.02",NA,NA,NA,NA,NA,NA
"2014","0.37","1.15","0.47","hloc",519326,"0.96",NA,NA,NA,NA,NA,NA
"2015","0.24","1.31","0.40","hloc",519326,"1.10",NA,NA,NA,NA,NA,NA
"2014","7.90","4.73","-1.47","pfx_z",519326,"3.69",NA,NA,NA,NA,NA,NA
"2015","7.34","4.68","-1.07","pfx_z",519326,"4.26",NA,NA,NA,NA,NA,NA
"2014","-3.76","-7.86","4.64","pfx_x",519326,"-6.91",NA,NA,NA,NA,NA,NA
"2015","-2.72","-7.83","4.24","pfx_x",519326,"-7.30",NA,NA,NA,NA,NA,NA
"2014","100.39","91.47","87.77","maxmph",519326,"95.60",NA,NA,NA,NA,NA,NA
"2015","100.63","93.23","88.76","maxmph",519326,"98.57",NA,NA,NA,NA,NA,NA
"2014","97.98","88.97","85.26","mph",519326,"95.06",NA,NA,NA,NA,NA,NA
"2015","97.99","88.93","85.88","mph",519326,"96.31",NA,NA,NA,NA,NA,NA
"2008","6.83","0.00","4.07","bway",434718,NA,NA,NA,NA,NA,NA,NA
"2009","6.00","0.00","5.02","bway",434718,NA,NA,NA,NA,NA,NA,NA
"2010","10.69","0.00","3.29","bway",434718,NA,NA,NA,NA,NA,NA,NA
"2011","7.48","1.37","6.46","bway",434718,NA,NA,NA,NA,NA,NA,NA
"2012","6.45","1.82","3.65","bway",434718,NA,NA,NA,NA,NA,NA,NA
"2013","5.54","2.38","2.58","bway",434718,NA,NA,NA,NA,NA,NA,NA
"2014","4.62","1.16","2.57","bway",434718,NA,NA,NA,NA,NA,NA,NA
"2015","6.41","1.88","3.94","bway",434718,NA,NA,NA,NA,NA,NA,NA
"2008","-0.07","-1.63","-0.71","vloc",434718,NA,NA,NA,NA,NA,NA,NA
"2009","-0.15","-0.99","-0.82","vloc",434718,NA,NA,NA,NA,NA,NA,NA
"2010","0.08","-0.88","-1.05","vloc",434718,NA,NA,NA,NA,NA,NA,NA
"2011","-0.00","-1.19","-0.93","vloc",434718,NA,NA,NA,NA,NA,NA,NA
"2012","-0.23","-1.23","-0.80","vloc",434718,NA,NA,NA,NA,NA,NA,NA
"2013","-0.08","-1.09","-0.87","vloc",434718,NA,NA,NA,NA,NA,NA,NA
"2014","0.00","-1.10","-1.04","vloc",434718,NA,NA,NA,NA,NA,NA,NA
"2015","-0.23","-1.13","-0.98","vloc",434718,NA,NA,NA,NA,NA,NA,NA
"2008","0.56","1.24","0.98","hloc",434718,NA,NA,NA,NA,NA,NA,NA
"2009","0.62","0.85","0.56","hloc",434718,NA,NA,NA,NA,NA,NA,NA
"2010","0.63","0.86","0.73","hloc",434718,NA,NA,NA,NA,NA,NA,NA
"2011","0.55","0.83","0.61","hloc",434718,NA,NA,NA,NA,NA,NA,NA
"2012","0.71","0.87","0.79","hloc",434718,NA,NA,NA,NA,NA,NA,NA
"2013","0.76","0.94","0.85","hloc",434718,NA,NA,NA,NA,NA,NA,NA
"2014","0.80","0.98","0.78","hloc",434718,NA,NA,NA,NA,NA,NA,NA
"2015","0.75","0.99","0.84","hloc",434718,NA,NA,NA,NA,NA,NA,NA
"2008","5.84","4.15","3.47","pfx_z",434718,NA,NA,NA,NA,NA,NA,NA
"2009","6.42","4.56","3.41","pfx_z",434718,NA,NA,NA,NA,NA,NA,NA
"2010","6.91","5.11","2.62","pfx_z",434718,NA,NA,NA,NA,NA,NA,NA
"2011","7.14","5.39","3.70","pfx_z",434718,NA,NA,NA,NA,NA,NA,NA
"2012","8.06","4.30","4.10","pfx_z",434718,NA,NA,NA,NA,NA,NA,NA
"2013","7.83","4.89","3.72","pfx_z",434718,NA,NA,NA,NA,NA,NA,NA
"2014","7.92","5.67","3.03","pfx_z",434718,NA,NA,NA,NA,NA,NA,NA
"2015","7.51","5.20","2.99","pfx_z",434718,NA,NA,NA,NA,NA,NA,NA
"2008","-10.01","-8.96","-1.62","pfx_x",434718,NA,NA,NA,NA,NA,NA,NA
"2009","-8.57","-7.38","-0.29","pfx_x",434718,NA,NA,NA,NA,NA,NA,NA
"2010","-7.70","-6.62","0.20","pfx_x",434718,NA,NA,NA,NA,NA,NA,NA
"2011","-8.11","-7.22","-0.46","pfx_x",434718,NA,NA,NA,NA,NA,NA,NA
"2012","-8.88","-9.48","-0.94","pfx_x",434718,NA,NA,NA,NA,NA,NA,NA
"2013","-9.09","-8.52","-1.18","pfx_x",434718,NA,NA,NA,NA,NA,NA,NA
"2014","-8.40","-7.39","-0.67","pfx_x",434718,NA,NA,NA,NA,NA,NA,NA
"2015","-8.44","-7.34","-0.78","pfx_x",434718,NA,NA,NA,NA,NA,NA,NA
"2008","95.43","87.87","88.38","maxmph",434718,NA,NA,NA,NA,NA,NA,NA
"2009","95.35","86.74","87.30","maxmph",434718,NA,NA,NA,NA,NA,NA,NA
"2010","94.89","85.03","86.82","maxmph",434718,NA,NA,NA,NA,NA,NA,NA
"2011","94.86","86.31","86.59","maxmph",434718,NA,NA,NA,NA,NA,NA,NA
